type	wavelength of EL (angstroms)	EL flux (erg/cm^2/s)	continuum flux density	EW observed
LAE	3.9598e+03	4.9091e-17	7.2060e-01	3.5631e+01
LAE	4.0492e+03	5.5860e-17	1.7060e-01	1.7907e+02
LAE	4.0132e+03	6.4899e-17	2.4220e-01	1.4395e+02
LAE	3.8223e+03	6.0484e-17	7.6000e-02	3.8783e+02
LAE	3.9719e+03	1.0998e-16	1.6830e-01	3.4388e+02
LAE	4.0780e+03	7.5593e-17	1.8025e+00	2.3263e+01
LAE	3.9660e+03	1.9296e-16	7.3730e-01	1.3731e+02
LAE	4.1917e+03	5.1627e-17	8.9700e-02	3.3733e+02
LAE	4.1238e+03	1.2701e-16	7.0470e-01	1.0224e+02
LAE	4.0774e+03	6.3160e-17	9.9220e-01	3.5302e+01
LAE	3.8152e+03	6.3130e-17	1.4080e-01	2.1770e+02
OII	3.8375e+03	5.2172e-15	3.8880e+02	6.5915e+00
LAE	4.0234e+03	8.7764e-17	4.1170e-01	1.1511e+02
LAE	3.9796e+03	7.5802e-17	3.1870e-01	1.2565e+02
LAE	4.1084e+03	1.0407e-16	8.4002e+00	6.9753e+00
OII	3.9696e+03	6.5467e-17	4.6267e+00	7.4375e+00
OII	4.0300e+03	8.3758e-17	4.8973e+00	9.2652e+00
LAE	3.8722e+03	5.7171e-17	3.4700e-02	8.2401e+02
LAE	4.0045e+03	8.4139e-17	1.9508e+00	2.3071e+01
LAE	3.8310e+03	1.0088e-16	2.9590e-01	1.6691e+02
OII	4.0744e+03	7.7885e-17	3.2185e+01	1.3400e+00
LAE	3.9756e+03	1.2770e-16	1.7650e-01	3.8145e+02
LAE	3.9893e+03	1.2031e-16	1.2016e+00	5.3151e+01
OII	3.8316e+03	4.1891e-15	8.3912e+02	2.4447e+00
LAE	4.1949e+03	5.3408e-17	2.4310e-01	1.2896e+02
LAE	3.8877e+03	8.5724e-17	1.8780e-01	2.3013e+02
OII	3.9589e+03	5.5985e-17	1.8592e+01	1.5743e+00
LAE	4.1788e+03	5.9320e-17	2.4150e-01	1.4308e+02
LAE	4.0820e+03	5.8341e-17	6.2930e-01	5.1529e+01
LAE	3.9642e+03	4.4999e-17	-1.8600e-02	1.0000e+04
OII	4.1156e+03	4.5642e-16	4.6507e+01	5.5448e+00
LAE	4.1899e+03	5.2556e-17	7.5950e-01	4.0521e+01
LAE	4.1620e+03	7.2074e-17	5.2730e-01	7.8977e+01
LAE	3.9650e+03	1.9686e-16	3.9930e-01	2.5853e+02
LAE	3.9787e+03	6.3184e-17	2.0990e-01	1.5895e+02
LAE	4.1649e+03	8.2903e-17	5.2500e-01	9.1369e+01
OII	4.1981e+03	1.9275e-16	4.8679e+00	2.3278e+01
LAE	4.0202e+03	1.0415e-16	1.7527e+00	3.2036e+01
LAE	3.9696e+03	4.3892e-17	3.9260e-01	5.8764e+01
LAE	3.9578e+03	5.4690e-17	5.5300e-02	5.1673e+02
LAE	4.1912e+03	5.5145e-17	1.3301e+00	2.4293e+01
LAE	4.0911e+03	6.0553e-17	4.2030e-01	8.0433e+01
LAE	3.8289e+03	7.3192e-17	1.4960e-01	2.3925e+02
LAE	4.1128e+03	4.9071e-17	5.7990e-01	4.7744e+01
LAE	3.9263e+03	5.4351e-17	2.7900e-02	1.0017e+03
LAE	4.0677e+03	6.8075e-17	2.5480e-01	1.4746e+02
LAE	3.9376e+03	4.9365e-17	1.4200e-01	1.7979e+02
LAE	3.8755e+03	9.5858e-17	1.2131e+00	3.9588e+01
LAE	3.8983e+03	7.1150e-17	2.9470e-01	1.2238e+02
LAE	4.1964e+03	1.0765e-16	1.3980e-01	4.5231e+02
LAE	3.8733e+03	8.1270e-17	3.0900e-02	1.3162e+03
OII	3.9834e+03	2.9091e-16	1.3938e+01	1.1048e+01
LAE	3.8290e+03	6.5593e-17	-2.8000e-03	1.0000e+04
OII	4.0544e+03	1.3306e-14	4.5159e+02	1.6156e+01
OII	4.0067e+03	7.0790e-16	1.6849e+03	2.2500e-01
LAE	4.0001e+03	1.1095e-16	1.4130e-01	4.1910e+02
LAE	3.8556e+03	1.0020e-16	7.7770e-01	6.3888e+01
LAE	4.1910e+03	4.5886e-17	3.9680e-01	6.7753e+01
LAE	3.9936e+03	6.1908e-17	3.6910e-01	8.9231e+01
LAE	3.9063e+03	9.3528e-17	1.0970e-01	4.3395e+02
LAE	4.1948e+03	6.5880e-17	1.0280e-01	3.7616e+02
OII	3.9797e+03	3.9772e-15	1.1070e+03	1.8980e+00
OII	4.0843e+03	6.2859e-16	2.0350e+02	1.7187e+00
LAE	4.0915e+03	9.8212e-17	2.8120e-01	1.9503e+02
LAE	3.9015e+03	5.4064e-17	1.0341e+00	2.6546e+01
LAE	3.8288e+03	2.4484e-16	2.6699e+03	4.4800e-02
OII	4.0174e+03	1.4083e-15	3.3864e+02	2.2389e+00
LAE	4.0004e+03	5.9272e-17	7.4000e-03	4.2757e+03
OII	4.1365e+03	3.4643e-16	2.6759e+02	7.3890e-01
LAE	4.1199e+03	9.7491e-17	2.3537e+00	2.3452e+01
OII	3.9015e+03	8.3975e-16	6.0162e+01	7.0873e+00
LAE	3.9542e+03	5.6945e-17	4.6300e-02	6.4145e+02
LAE	3.8040e+03	6.4126e-17	-3.0700e-02	1.0000e+04
LAE	3.8567e+03	6.2466e-17	1.0770e-01	2.8777e+02
LAE	3.8683e+03	7.1980e-17	3.5200e-01	1.0207e+02
LAE	4.0856e+03	6.4341e-17	1.6150e-01	2.2182e+02
LAE	4.0772e+03	5.3916e-17	4.1800e-02	7.1524e+02
LAE	4.1144e+03	6.0762e-17	3.9430e-01	8.7014e+01
LAE	4.1410e+03	7.0489e-17	1.9080e-01	2.1132e+02
LAE	4.1098e+03	4.5879e-17	7.8110e-01	3.3092e+01
LAE	4.0442e+03	6.1594e-17	1.5380e-01	2.1848e+02
LAE	3.9920e+03	5.0955e-17	4.3400e-02	6.2410e+02
LAE	3.8938e+03	5.4096e-17	2.0950e-01	1.3059e+02
LAE	4.0062e+03	1.2000e-16	1.3529e+00	4.7485e+01
LAE	3.8443e+03	6.6861e-17	4.4450e-01	7.4151e+01
LAE	3.9247e+03	6.0585e-17	7.2700e-02	4.2817e+02
LAE	4.1056e+03	9.3950e-17	9.4040e+00	5.6171e+00
LAE	3.8859e+03	9.8191e-17	4.0080e-01	1.2340e+02
LAE	4.0178e+03	6.2514e-17	8.4900e-02	3.9649e+02
LAE	4.0109e+03	7.7344e-17	3.5110e-01	1.1821e+02
LAE	4.0858e+03	7.9184e-17	1.8625e+00	2.3674e+01
LAE	3.9349e+03	1.0825e-16	7.1870e-01	7.7791e+01
LAE	3.8768e+03	1.2309e-16	6.6440e-01	9.2879e+01
LAE	4.1687e+03	5.3898e-17	1.3090e-01	2.3868e+02
OII	4.1471e+03	2.6286e-16	2.4192e+01	6.2331e+00
OII	3.9154e+03	1.1970e-16	3.2686e+01	1.8726e+00
LAE	3.8814e+03	5.6540e-17	1.7810e-01	1.5953e+02
OII	4.1401e+03	4.3391e-16	6.8888e+02	3.6010e-01
LAE	4.1994e+03	5.4374e-17	1.3260e-01	2.4122e+02
LAE	4.1959e+03	4.5919e-17	6.7400e-02	4.0010e+02
LAE	3.9955e+03	5.2858e-17	1.6920e-01	1.6635e+02
LAE	3.9137e+03	9.5129e-17	-4.2700e-02	1.0000e+04
LAE	3.8065e+03	1.0215e-16	3.3020e-01	1.4952e+02
LAE	4.0500e+03	7.0036e-17	9.0100e-02	4.2529e+02
LAE	3.8611e+03	7.3619e-17	1.7280e-01	2.1186e+02
OII	4.0242e+03	2.3754e-15	4.3339e+02	2.9607e+00
LAE	4.0994e+03	5.6414e-17	1.4281e+00	2.2144e+01
LAE	4.0427e+03	8.9053e-17	1.4199e+00	3.4191e+01
LAE	3.9161e+03	5.8336e-17	4.1870e-01	7.1273e+01
OII	4.0572e+03	6.8593e-17	1.5391e+00	2.4471e+01
LAE	4.0094e+03	7.0858e-17	2.9280e-01	1.2977e+02
OII	4.1816e+03	2.7016e-16	4.0645e+01	3.8768e+00
LAE	3.8061e+03	9.2138e-17	2.7530e-01	1.6173e+02
LAE	4.1724e+03	8.7447e-17	3.7050e-01	1.3706e+02
LAE	4.1313e+03	4.8343e-17	4.2610e-01	6.4592e+01
OII	4.1091e+03	1.8568e-16	1.5335e+01	6.8193e+00
LAE	3.9342e+03	4.6557e-17	5.9500e-01	4.0398e+01
LAE	3.8879e+03	5.9986e-17	1.4520e-01	2.0830e+02
LAE	4.1201e+03	5.4010e-17	3.2700e-02	9.3525e+02
LAE	4.0452e+03	7.2427e-17	6.7200e-02	5.8827e+02
LAE	4.1303e+03	5.9077e-17	9.1120e-01	3.6893e+01
LAE	3.9255e+03	5.6382e-17	1.5390e-01	1.8830e+02
OII	4.1551e+03	1.3661e-16	5.5623e+01	1.4144e+00
LAE	4.1254e+03	9.8544e-17	9.3050e-01	6.0120e+01
LAE	4.1693e+03	5.6350e-17	2.2190e-01	1.4725e+02
LAE	3.9735e+03	7.2872e-17	9.9000e-03	3.8766e+03
LAE	4.1417e+03	7.0119e-17	3.9390e-01	1.0186e+02
LAE	4.0638e+03	6.2216e-17	8.3500e-01	4.1046e+01
LAE	4.1383e+03	6.3204e-17	1.2690e-01	2.8451e+02
LAE	4.0011e+03	5.6183e-17	1.8180e-01	1.6502e+02
OII	4.0317e+03	6.2793e-17	2.4418e+00	1.3943e+01
LAE	3.9829e+03	5.9105e-17	1.9699e+01	1.5876e+00
LAE	4.0529e+03	6.8182e-17	2.0470e-01	1.8250e+02
LAE	4.0217e+03	1.4053e-16	3.6850e+00	2.0575e+01
OII	4.1761e+03	6.9799e-17	1.6718e+00	2.4287e+01
LAE	3.8102e+03	6.0112e-17	1.9106e+00	1.5236e+01
LAE	4.1333e+03	6.9584e-17	1.9470e-01	2.0366e+02
OII	3.8368e+03	3.3014e-16	3.0379e+01	5.3363e+00
LAE	3.8900e+03	5.6558e-17	9.9500e-01	2.8691e+01
LAE	3.8286e+03	1.0985e-16	5.9950e-01	8.9591e+01
LAE	3.9655e+03	1.8090e-16	1.9094e+00	4.9695e+01
LAE	4.0688e+03	5.2185e-17	3.4530e-01	8.3455e+01
LAE	4.0537e+03	6.0215e-17	2.4070e-01	1.3712e+02
OII	4.0223e+03	9.2128e-16	1.5858e+02	3.1352e+00
LAE	3.8520e+03	6.2515e-17	4.4690e-01	6.9236e+01
LAE	4.1250e+03	5.5137e-17	5.6450e-01	5.5439e+01
LAE	3.8119e+03	7.4758e-17	1.6050e-01	2.2576e+02
LAE	3.8832e+03	5.6623e-17	9.0300e-02	3.1541e+02
LAE	4.1659e+03	6.1144e-17	1.8530e-01	1.9102e+02
LAE	3.9077e+03	5.7167e-17	1.6330e-01	1.7832e+02
LAE	4.1783e+03	6.2229e-17	1.0290e-01	3.5218e+02
LAE	3.8942e+03	9.2385e-17	4.6800e-01	9.9856e+01
LAE	3.8396e+03	9.1813e-17	5.2325e+00	8.6285e+00
LAE	3.8433e+03	1.1339e-16	3.6059e+01	1.5493e+00
OII	4.1131e+03	1.4953e-16	2.2561e+01	3.7402e+00
LAE	3.9802e+03	6.6404e-17	3.2273e+00	1.0873e+01
LAE	4.0040e+03	8.1942e-17	3.1290e-01	1.4005e+02
LAE	4.0082e+03	8.5449e-17	1.6070e-01	2.8494e+02
LAE	4.0671e+03	5.9836e-17	9.8900e-01	3.3382e+01
LAE	3.9858e+03	5.9651e-17	1.5108e+01	2.0923e+00
LAE	4.0584e+03	7.3283e-17	6.3100e-02	6.3806e+02
LAE	3.9761e+03	1.2047e-16	4.3662e+00	1.4550e+01
LAE	3.8858e+03	8.5214e-17	1.7711e+00	2.4233e+01
LAE	3.9694e+03	4.5270e-17	1.4760e-01	1.6120e+02
OII	4.1647e+03	1.1765e-15	2.6933e+01	2.5273e+01
LAE	3.8708e+03	7.1121e-17	8.8020e-01	4.0383e+01
LAE	3.9741e+03	5.4511e-17	1.1780e-01	2.4378e+02
LAE	4.0755e+03	5.9479e-17	2.8300e-01	1.1644e+02
LAE	3.8671e+03	8.9259e-17	2.6030e-01	1.7105e+02
LAE	4.0193e+03	5.5178e-17	4.2280e-01	7.0327e+01
LAE	3.9533e+03	6.5382e-17	1.8459e+00	1.8465e+01
LAE	4.1990e+03	5.2358e-17	1.0140e-01	3.0367e+02
LAE	4.1157e+03	5.2383e-17	1.6570e-01	1.7862e+02
LAE	3.9011e+03	1.0190e-16	4.8920e-01	1.0574e+02
LAE	4.1514e+03	1.0906e-16	1.5970e-01	3.9258e+02
LAE	4.0413e+03	7.3554e-17	1.1530e-01	3.4754e+02
LAE	4.1595e+03	7.0991e-17	3.0874e+00	1.3270e+01
LAE	4.0699e+03	7.5715e-17	1.9010e-01	2.2006e+02
LAE	4.1289e+03	5.3457e-17	1.6394e+00	1.8543e+01
LAE	3.8776e+03	6.4069e-17	1.6760e-01	1.9173e+02
LAE	4.1379e+03	6.7042e-17	4.8180e-01	7.9474e+01
LAE	4.1424e+03	7.6881e-17	9.3860e-01	4.6883e+01
LAE	4.0717e+03	9.4480e-17	3.5240e-01	1.4826e+02
OII	4.0722e+03	6.4977e-16	1.2985e+01	2.7679e+01
OII	4.0354e+03	1.1614e-16	1.9157e+01	3.2932e+00
OII	4.1830e+03	2.2278e-16	1.7090e+01	7.6081e+00
LAE	3.8670e+03	9.4036e-17	4.3780e-01	1.0714e+02
OII	4.1463e+03	9.1873e-17	5.9447e+01	8.8630e-01
LAE	4.0947e+03	7.0568e-17	3.4330e-01	1.1496e+02
LAE	4.0301e+03	1.1635e-16	7.8450e-01	8.0351e+01
LAE	3.9368e+03	5.3279e-17	2.8860e-01	9.5441e+01
LAE	4.0284e+03	6.8627e-17	2.3633e+01	1.5719e+00
LAE	3.9953e+03	5.0543e-17	1.0950e-01	2.4577e+02
LAE	3.9180e+03	6.1454e-17	1.0440e-01	3.0141e+02
LAE	3.9599e+03	5.0321e-17	2.2350e-01	1.1776e+02
LAE	4.1879e+03	6.4696e-17	1.3420e-01	2.8203e+02
OII	4.0353e+03	6.4591e-16	6.8399e+01	5.1293e+00
LAE	4.1099e+03	5.2902e-17	3.9300e-01	7.5844e+01
LAE	4.0068e+03	1.1127e-16	2.3100e-01	2.5796e+02
LAE	3.9065e+03	8.4376e-17	1.1079e+00	3.8769e+01
LAE	4.0562e+03	6.3008e-17	4.9270e-01	7.0183e+01
OII	4.0843e+03	2.1547e-16	1.6397e+01	7.3117e+00
LAE	4.0692e+03	5.8167e-17	3.6810e-01	8.7277e+01
LAE	4.0626e+03	1.0530e-16	8.0410e-01	7.2095e+01
LAE	4.0260e+03	9.2235e-17	3.9880e-01	1.2505e+02
OII	3.9567e+03	2.1716e-15	4.1370e+04	2.7400e-02
LAE	4.0217e+03	9.2315e-17	3.9030e-01	1.2761e+02
OII	4.0466e+03	5.8963e-17	1.9728e+01	1.6325e+00
LAE	3.9382e+03	5.5123e-17	1.8090e-01	1.5764e+02
OII	4.1443e+03	8.7614e-17	3.5061e+00	1.4316e+01
LAE	4.1620e+03	8.6927e-17	2.7050e-01	1.8569e+02
LAE	4.1187e+03	5.7698e-17	3.7710e-01	8.6577e+01
LAE	3.9518e+03	8.4524e-17	5.2200e-02	8.4348e+02
LAE	4.1258e+03	1.6788e-16	7.6560e-01	1.2451e+02
LAE	4.0094e+03	7.3897e-17	6.2032e+00	6.3878e+00
LAE	4.1564e+03	1.0160e-16	4.7979e+01	1.2203e+00
LAE	3.8664e+03	6.7720e-17	8.2910e-01	4.0728e+01
LAE	4.1541e+03	9.1177e-17	1.5860e+01	3.3093e+00
LAE	4.0533e+03	5.1453e-17	1.0400e-01	2.7113e+02
LAE	3.9675e+03	6.6965e-17	-3.9500e-02	1.0000e+04
OII	3.9551e+03	3.0739e-16	1.7891e+01	8.9647e+00
LAE	3.8822e+03	5.4296e-17	5.0140e-01	5.4439e+01
LAE	3.9775e+03	4.8683e-17	1.1000e+00	2.3356e+01
LAE	3.9261e+03	5.1481e-17	7.5590e-01	3.5018e+01
OII	3.9758e+03	5.4943e-16	3.6127e+02	8.0190e-01
OII	3.9351e+03	8.6633e-17	3.8974e+01	1.1482e+00
LAE	3.9725e+03	5.5571e-17	1.1410e-01	2.5637e+02
OII	4.1996e+03	2.4400e-16	5.2312e+00	2.7440e+01
LAE	3.9865e+03	5.1045e-17	6.0760e-01	4.4536e+01
LAE	4.0064e+03	9.8466e-17	1.0152e+00	5.1930e+01
LAE	3.9778e+03	7.0567e-17	5.0300e-02	7.4044e+02
LAE	3.9760e+03	4.6830e-17	9.7500e-02	2.5327e+02
LAE	4.1106e+03	8.2098e-17	4.4960e-01	1.0292e+02
LAE	4.0821e+03	5.4636e-17	3.0610e-01	9.9213e+01
LAE	3.8760e+03	8.3787e-17	3.6387e+00	1.1539e+01
LAE	3.9815e+03	5.3382e-17	2.0820e-01	1.3558e+02
LAE	3.9143e+03	6.9657e-17	1.9770e-01	1.8008e+02
LAE	3.9752e+03	6.1528e-17	6.9630e-01	4.6577e+01
LAE	3.8045e+03	8.8848e-17	1.8630e-01	2.3025e+02
LAE	4.0358e+03	7.5810e-17	6.8043e+00	6.0532e+00
LAE	3.9183e+03	9.7720e-17	3.2720e-01	1.5295e+02
OII	4.1702e+03	1.4447e-16	4.5842e+01	1.8282e+00
OII	4.1766e+03	2.6410e-16	5.7229e+01	2.6852e+00
LAE	4.0028e+03	7.5927e-17	2.2410e-01	1.8107e+02
LAE	4.1534e+03	7.8013e-17	2.7100e-02	1.6565e+03
OII	4.1014e+03	8.0701e-17	8.9183e+00	5.0775e+00
LAE	4.1629e+03	1.1413e-16	4.2320e-01	1.5589e+02
LAE	4.1756e+03	6.4736e-17	6.8560e-01	5.4915e+01
LAE	4.0769e+03	7.7703e-17	5.3070e-01	8.1175e+01
LAE	4.1582e+03	5.3394e-17	1.6510e-01	1.8653e+02
LAE	4.0745e+03	1.5539e-16	1.8354e+00	4.6883e+01
LAE	3.8080e+03	7.9550e-17	1.0385e+00	3.7051e+01
LAE	3.9228e+03	8.3710e-17	1.3180e-01	3.2602e+02
LAE	3.8250e+03	1.2173e-16	2.6043e+00	2.2812e+01
OII	4.1675e+03	1.4939e-15	6.0883e+01	1.4216e+01
LAE	4.1802e+03	6.3203e-17	2.2070e-01	1.6692e+02
LAE	4.0228e+03	1.4146e-16	1.0242e+00	7.4558e+01
LAE	3.9185e+03	7.0454e-17	5.1810e+01	6.9650e-01
LAE	4.1827e+03	8.0817e-17	6.6390e-01	7.1037e+01
LAE	4.1137e+03	6.9954e-17	-1.3400e-02	1.0000e+04
LAE	3.8586e+03	8.3062e-17	6.1550e-01	6.7021e+01
LAE	3.9868e+03	6.4337e-17	5.1320e-01	6.6468e+01
LAE	4.1070e+03	8.5012e-17	5.8090e-01	8.2338e+01
LAE	3.9634e+03	5.1945e-17	5.2550e-01	5.1795e+01
LAE	3.8405e+03	1.7951e-16	6.9220e-01	1.2759e+02
LAE	3.9393e+03	5.2402e-17	7.5830e-01	3.5770e+01
LAE	3.9418e+03	5.3782e-17	6.8070e-01	4.0949e+01
LAE	3.9171e+03	7.7162e-17	7.4760e-01	5.2825e+01
OII	4.1939e+03	8.5428e-17	5.3020e+01	9.4530e-01
LAE	3.8096e+03	7.6343e-17	1.4160e-01	2.6100e+02
LAE	3.9923e+03	1.3351e-16	2.4627e+00	2.8822e+01
OII	4.1794e+03	7.1089e-17	2.9529e+00	1.4027e+01
LAE	3.9090e+03	8.9631e-17	3.1710e-01	1.4407e+02
LAE	3.9109e+03	6.8862e-17	1.2855e+00	2.7330e+01
LAE	4.0094e+03	7.9314e-17	7.6730e-01	5.5428e+01
LAE	4.1882e+03	9.9655e-17	3.2760e-01	1.7799e+02
LAE	4.1072e+03	1.4533e-16	9.1410e-01	8.9459e+01
LAE	4.1749e+03	7.0092e-17	1.1810e-01	3.4506e+02
LAE	4.0782e+03	7.3130e-17	9.9100e-02	4.0939e+02
LAE	4.0621e+03	8.0307e-17	1.4230e-01	3.1062e+02
LAE	3.8845e+03	7.2641e-17	3.2140e-01	1.1376e+02
LAE	3.8552e+03	6.4015e-17	2.1790e-01	1.4565e+02
LAE	3.9756e+03	8.2331e-17	2.0015e+00	2.1686e+01
LAE	3.8967e+03	5.2791e-17	2.5200e-02	1.0610e+03
OII	4.1478e+03	4.1501e-16	3.1524e+01	7.5551e+00
LAE	4.0239e+03	1.3257e-16	5.0060e-01	1.4303e+02
LAE	4.1929e+03	5.9240e-17	3.9410e-01	8.8148e+01
LAE	3.8323e+03	8.4352e-17	1.3050e-01	3.1665e+02
LAE	4.1417e+03	5.1240e-17	4.6000e-03	6.3736e+03
LAE	3.8646e+03	9.7866e-17	1.3300e-02	3.6659e+03
LAE	3.9263e+03	6.6561e-17	1.1712e+00	2.9223e+01
OII	4.1044e+03	1.6411e-16	1.0267e+02	8.9820e-01
OII	4.1861e+03	3.1971e-16	4.7558e+01	3.9294e+00
LAE	4.0104e+03	5.3012e-17	3.8710e-01	7.3470e+01
LAE	4.1831e+03	7.4575e-17	3.3740e-01	1.2901e+02
LAE	3.8501e+03	6.2476e-17	1.8800e-01	1.6431e+02
LAE	3.8707e+03	6.4180e-17	1.6900e-01	1.8979e+02
LAE	3.9868e+03	8.9025e-17	4.3280e-01	1.0906e+02
LAE	4.1920e+03	5.7885e-17	2.6800e-01	1.2661e+02
LAE	3.8622e+03	9.3312e-17	7.8052e+00	5.9485e+00
LAE	3.9208e+03	5.4615e-17	5.0430e-01	5.5533e+01
LAE	4.1089e+03	5.3968e-17	8.6860e-01	3.4991e+01
LAE	3.8058e+03	1.1912e-16	5.0680e-01	1.1356e+02
LAE	4.1374e+03	6.4051e-17	6.2500e-01	5.8517e+01
OII	4.0655e+03	7.0731e-17	6.8738e+00	5.6731e+00
OII	4.1330e+03	1.3539e-16	1.1456e+01	6.7339e+00
LAE	4.1165e+03	5.8798e-17	2.4010e-01	1.3842e+02
LAE	4.1370e+03	2.5097e-16	6.4862e+00	2.2089e+01
LAE	3.8333e+03	8.2219e-17	1.7260e-01	2.3348e+02
LAE	4.0138e+03	1.2395e-16	3.4200e-01	1.9477e+02
LAE	3.8765e+03	5.3925e-17	4.1490e-01	6.5148e+01
OII	4.1654e+03	3.5051e-16	1.0786e+01	1.8808e+01
LAE	3.8331e+03	7.6485e-17	1.3250e-01	2.8290e+02
LAE	3.9771e+03	1.3948e-16	8.4800e-01	8.6780e+01
LAE	3.9597e+03	2.7999e-16	9.0540e-01	1.6173e+02
LAE	3.9650e+03	6.1985e-17	2.4760e-01	1.3128e+02
LAE	4.1030e+03	5.0477e-17	1.0235e+00	2.7695e+01
LAE	3.9378e+03	5.7154e-17	5.5370e-01	5.3391e+01
LAE	4.1465e+03	7.1196e-17	3.1360e-01	1.3020e+02
LAE	4.1605e+03	5.1542e-17	3.5580e-01	8.3641e+01
LAE	3.9348e+03	5.0611e-17	6.7600e-02	3.8666e+02
LAE	4.1258e+03	9.0957e-17	9.2241e+00	5.5989e+00
LAE	4.1464e+03	4.4941e-17	2.6610e-01	9.6853e+01
LAE	3.8922e+03	1.2817e-16	6.4480e-01	1.0045e+02
LAE	3.8972e+03	5.5552e-17	7.5900e-02	3.7081e+02
LAE	3.9498e+03	5.3663e-17	5.3800e-02	5.1907e+02
LAE	3.8674e+03	8.6334e-17	8.0140e-01	5.3748e+01
LAE	4.1491e+03	5.6591e-17	2.0110e-01	1.6159e+02
OII	4.0098e+03	1.6830e-15	4.9441e+03	1.8260e-01
OII	4.1186e+03	3.3787e-16	7.1278e+00	2.6820e+01
LAE	3.8792e+03	7.4439e-17	-9.6900e-02	1.0000e+04
LAE	3.9131e+03	7.7814e-17	6.1730e-01	6.4383e+01
LAE	3.9654e+03	4.6000e-17	7.6100e-02	3.1704e+02
LAE	4.1398e+03	4.5886e-17	3.5246e+00	7.4423e+00
LAE	3.9837e+03	5.6982e-17	7.7110e+00	3.9118e+00
OII	4.0812e+03	7.2197e-17	1.5313e+01	2.6195e+00
LAE	3.8808e+03	1.4104e-16	5.3900e-01	1.3146e+02
LAE	3.9669e+03	4.4155e-17	3.9670e-01	5.8426e+01
LAE	4.0886e+03	4.7347e-17	4.8900e-02	5.3991e+02
LAE	4.0079e+03	6.1230e-17	3.8779e+00	8.4601e+00
LAE	4.0088e+03	6.7455e-17	3.7320e-01	9.6891e+01
LAE	3.8727e+03	6.3152e-17	2.0030e-01	1.5773e+02
LAE	4.1626e+03	4.8337e-17	2.0850e-01	1.3399e+02
OII	4.1903e+03	3.1400e-16	1.4506e+01	1.2678e+01
LAE	4.1035e+03	1.0713e-16	9.0800e-01	6.6268e+01
LAE	4.1025e+03	1.0201e-16	4.1070e-01	1.3945e+02
LAE	3.9881e+03	5.1844e-17	2.8090e-01	9.7915e+01
OII	4.1483e+03	3.1720e-16	2.0487e+01	8.8876e+00
LAE	3.8254e+03	9.2971e-17	4.1920e-01	1.0826e+02
LAE	4.0638e+03	6.1285e-17	1.0010e-01	3.3726e+02
OII	4.1006e+03	5.4774e-16	7.0558e+02	4.3540e-01
LAE	3.9125e+03	7.3983e-17	8.6200e-02	4.3825e+02
LAE	4.1028e+03	7.7015e-17	3.2200e-01	1.3429e+02
LAE	4.1618e+03	7.2358e-17	4.2750e-01	9.7792e+01
LAE	4.0156e+03	6.0755e-17	8.8730e-01	3.6830e+01
LAE	3.8152e+03	6.0738e-17	6.1200e-01	4.8185e+01
OII	4.1892e+03	2.1436e-16	1.9362e+01	6.4811e+00
LAE	4.0456e+03	5.4061e-17	6.8500e-02	4.3087e+02
LAE	3.8534e+03	9.8412e-17	1.2739e+00	3.8264e+01
LAE	4.0394e+03	1.8255e-16	1.0072e+00	9.8648e+01
LAE	3.9401e+03	6.4000e-17	2.1820e-01	1.5189e+02
LAE	3.8464e+03	8.2624e-17	3.6040e-01	1.1314e+02
OII	4.1990e+03	2.0732e-16	1.0013e+01	1.2177e+01
OII	4.0115e+03	3.4369e-16	4.8614e+01	3.7949e+00
LAE	4.0240e+03	5.0990e-17	6.5800e-02	4.1856e+02
LAE	4.1849e+03	6.3435e-17	4.0830e-01	9.0761e+01
LAE	3.9871e+03	5.5395e-17	5.3070e-01	5.5351e+01
LAE	3.9449e+03	8.6316e-17	6.1500e-02	7.2855e+02
LAE	4.1218e+03	1.0943e-16	2.3620e-01	2.6255e+02
LAE	3.9718e+03	5.2217e-17	6.1300e-02	4.4823e+02
LAE	4.1903e+03	7.1370e-17	2.4440e-01	1.7104e+02
LAE	4.0853e+03	1.7412e-16	4.3090e-01	2.2496e+02
LAE	4.1933e+03	4.6270e-17	4.2400e-02	6.4006e+02
LAE	3.8046e+03	5.8816e-17	4.5590e+00	6.2291e+00
LAE	3.9723e+03	5.6933e-17	1.2770e+00	2.3466e+01
OII	4.0242e+03	9.5207e-17	3.4741e+00	1.4803e+01
LAE	3.9488e+03	5.1290e-17	9.2800e-02	2.8747e+02
OII	3.9194e+03	1.6599e-15	2.0159e+03	4.2190e-01
LAE	3.9835e+03	4.8381e-17	1.4920e-01	1.7164e+02
LAE	4.0770e+03	9.7623e-17	8.1190e-01	6.6666e+01
LAE	3.8741e+03	3.4693e-16	9.0110e-01	1.9275e+02
OII	4.0355e+03	2.8650e-16	9.3960e+01	1.6564e+00
LAE	3.9584e+03	1.1980e-16	1.0039e+00	6.2370e+01
LAE	3.8116e+03	6.0388e-17	1.2970e-01	2.2564e+02
LAE	3.8304e+03	7.5007e-17	1.0516e+00	3.4907e+01
LAE	4.0373e+03	5.3389e-17	2.3130e-01	1.2550e+02
LAE	3.9150e+03	6.4025e-17	3.4230e-01	9.5626e+01
LAE	4.1003e+03	7.2876e-17	1.0215e+00	4.0009e+01
LAE	3.9403e+03	1.6849e-16	9.4680e-01	9.2163e+01
